comment,offensive,type
"lol It's called 'obssession'. Most physically attractive women unfortunately have to endure men that lack self-control and appropriation (until their man quickly comes over & smashes your face in). These types of 'obssessed' men also get nowhere fast. I say leave a woman alone *esp. actresses* unless you're conducting official business like 'interviewing' or even something quick and modest like an 'autograph' or a very VERY! brief conversation. Other than that, stay away from them.",False,non_offensive
"Dude, I'm really not your friend",False,non_offensive
"Aroenel, here's what (at least what I think) you don't understand you say/assume that since most (or at least what you believe to be most since you've never put forth any evidence supporting that claim) feminist accept men as supporters they promote equality for men (which is SYNTH). If I start a political movement that states women should be slaves to men and I allow women who agree with my movement to support it does that mean my movement unquestionably promotes equality for women (allowing a group to support you and promoting equality for that group are two different things)?",False,non_offensive
"""

No Use For A Name
You have recently changed the article from the correct """"No Use For A Name"""" to """"No Use for a Name"""". This is incorrect. Please check the official website if you really need to set your mind at ease. To be most factual it is either """"no use for a name"""" with no capitals, which is how it appeared on earlier releases, or as the article is now titled (as confirmed by their website, and their summary as Google provides during a search. If you are going to change the name or redirect pages in future, could you please discuss your changes on the discussion page. Happy editing.  """,False,non_offensive
"""

 Dallas ISD? 

Tha Realest has been added to the category """"Graduates of Dallas ISD,"""" but I can't find any information to determine whether he did, in fact, graduate from a high school in that district. Anyone have a reliable, verifiable source for this claim? Thanks.   """,False,non_offensive
"GA 

It is neutral and is of a suitable length, it is not part of an edit war, it covers the major aspects of the topic and it, as far as I can tell, has not been the subject of vandalism.",False,non_offensive
"I clarified here that what's stupid and annoying is your theory, not your person.",True,toxic
"AfD nomination of Thames Valley University Students' Union
An article that you have been involved in editing, Thames Valley University Students' Union, has been listed for deletion.  If you are interested in the deletion discussion, please participate by adding your comments at Wikipedia:Articles for deletion/Worcester Students Union.  Thank you.",False,non_offensive
"Oh fuck you, you partisan asshole. You never step forward unless it's someone on the opposite side from you doing it. You sit there silently while people defending Moore and bashing everything that's not a Leftist view snark, sneer, and throw around off-topic bullshit and insults, and then as soon as someone who's NOT on your side responds in kind, suddenly it's warnings and quoting NPA and all that crap. You're a pathetic, useless excuse for a moderator, and I spit in your worthless, virtual face. You can ban me if you like, but all it will do is prove the partisanship and hypocrisy of the wikipedia administration staff. Dickhead. -",True,"toxic, severe_toxic, obscene, insult"
"Huggle 

Just so you know, with this revert, you reverted one edit to another vandalised edit. Regards,",False,non_offensive
"My name is in there, and I am not the person the paranoid idiot who put it there claims I am. That is all I have to say on the matter for now.",True,"toxic, obscene, insult"
REDIRECT Talk:Love Hurts (1991 film),False,non_offensive
"Comments about AN/I 

Hello Drsmoo. I wanted to clear up a misunderstanding that seems to have arisen at AN/I. I never suggested that you should be permanently banned from editing all articles on Wikipedia.

One other thing: Like you, I have a POV about Atzmon  but I've never expressed my POV and you don't know what it is. Please AGF and don't blame my actions on my (unknown) POV. Thank you. —  Talk/Stalk",False,non_offensive
"Dayuum, bitch. , Baby!",True,"toxic, obscene, insult"
"""

 So? Having never before had to bother with this kind of blatant bias, if there's an approved format for making """"an unblock request"""" - apart from observation of factual reality - would you care to make me aware of it?  Am I or am I not correct in the characterization of suppressio veri, suggestio falsi in the Wikipedia articles on the discussion of anthropogenic climate change, and of the need to ban from editorial function all those """"warmist"""" proponents who are using Wikipedia to promulgate prevarication and suppress rebuttal? 71.125.130.14  """,False,non_offensive
"List of common misconceptions

I feel your behaviour on this matter is bordering on inappropriate, specifically that you are assuming an authority on dictating procedure that is not in any way supported by policy.   Swordfish made that revert on the basis of wanting reliable sourcing (he had not followed the wikilinks included in the added text to see that the point is more than adequately sourced and not at all controversial); I directed him to those sources and he has made no objection to my reintroducing the content so far.  The fact that I made my case in an edit summary is utterly irrelevant  there is no policy requiring me to start a superfluous talk page entry as opposed to making the sources known through any other venue or means of discussion on the project.    And in approaching the matter in this way, I in no way violated the principle of WP:Consesus, to which I am fully committed as an editor; had Swordfish reverted again, I would have opened a discussion on the article's talk page, but it's not your place to just assume his reaction to my new evidence and insist on a particular course of action in resolving the (non)issue between the two of us.  Your actions in this case, and especially your tone in your edit summaries, seem to suggest that you feel you are in a position to dictate the methodologies of other editors with regard to work flow and communication, but in this case you have no policy argument to support this behaviour and no special position in the community entitling you to interfere in this manner, especially when you had no reason to believe the matter was not already dealt with to the satisfaction of the original parties involved.

This was a discussion based on WP:Verifiability alone, a matter that, until someone tells me otherwise, seems to have been resolved.  If you decide that you have issue with the sources in question, how they should be referenced, or the content itself, fine I urge you to open a talk page discussion on it.  However, if you continue to meddle and revert my content again on no other basis than trying to enforce your preferred procedure, clearly an administrator will have to straighten the matter out.",False,non_offensive
